,,,"Parkdale--High Park [Federal electoral district], Ontario",,,,,,"Ontario [Province]"
"Topic","Characteristics","Note","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female"
"Language used most often at work","            Indo-Iranian languages; n.i.e.",,       0,,       0,,       0,,      10,,       0,,      10,
"Language used most often at work","          Italic (Romance) languages",,     195,,     110,,      90,,   12680,,    7505,,    5170,
"Language used most often at work","            Catalan",,       0,,       0,,       0,,      10,,       0,,      10,
"Language used most often at work","            Italian",,      20,,      15,,       0,,     945,,     505,,     445,
"Language used most often at work","            Portuguese",,      95,,      60,,      40,,    5815,,    3865,,    1950,
"Language used most often at work","            Romanian",,       0,,       0,,       0,,     300,,     140,,     160,
"Language used most often at work","            Spanish",,      80,,      35,,      45,,    5590,,    2985,,    2605,
"Language used most often at work","            Italic (Romance) languages; n.i.e.",,       0,,       0,,       0,,      20,,      10,,      10,
"Language used most often at work","        Japanese",,      20,,       0,,      20,,    1010,,     360,,     655,
"Language used most often at work","        Kartvelian languages",,       0,,       0,,       0,,      15,,       0,,      10,
"Language used most often at work","          Georgian",,       0,,       0,,       0,,      15,,       0,,      10,
"Language used most often at work","        Korean",,      30,,      10,,      20,,    4945,,    2505,,    2445,
"Language used most often at work","        Mongolic languages",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Mongolian",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","        Niger-Congo languages",,       0,,       0,,       0,,     120,,      55,,      65,
"Language used most often at work","          Akan (Twi)",,       0,,       0,,       0,,      20,,       0,,      20,
"Language used most often at work","          Bamanankan",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Edo",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Ewe",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Fulah (Pular; Pulaar; Fulfulde)",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Ga",,       0,,       0,,       0,,       0,,      10,,       0,
"Language used most often at work","          Ganda",,       0,,       0,,       0,,      25,,      15,,      15,
"Language used most often at work","          Igbo",,       0,,       0,,       0,,      10,,       0,,       0,
"Language used most often at work","          Lingala",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Rundi (Kirundi)",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Kinyarwanda (Rwanda)",,       0,,       0,,       0,,      15,,       0,,      10,
"Language used most often at work","          Shona",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Swahili",,       0,,       0,,       0,,      20,,      10,,       0,
"Language used most often at work","          Wolof",,       0,,       0,,       0,,      10,,       0,,       0,
"Language used most often at work","          Yoruba",,       0,,       0,,       0,,      10,,       0,,      10,
"Language used most often at work","          Niger-Congo languages; n.i.e.",,       0,,       0,,       0,,      20,,      20,,       0,
"Language used most often at work","        Nilo-Saharan languages",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Dinka",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Nilo-Saharan languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","        Sign languages",,      10,,       0,,       0,,     810,,     295,,     515,
"Language used most often at work","          American Sign Language",,      10,,      10,,       0,,     575,,     170,,     410,
"Language used most often at work","          Quebec Sign Language",,       0,,       0,,       0,,      10,,       0,,      10,
"Language used most often at work","          Sign languages; n.i.e",,       0,,       0,,       0,,     225,,     130,,     100,
"Language used most often at work","        Sino-Tibetan languages",,      95,,      60,,      40,,   57620,,   30735,,   26890,
"Language used most often at work","          Chinese languages",,      85,,      45,,      40,,   57535,,   30690,,   26840,
"Language used most often at work","            Cantonese",,      35,,      10,,      20,,   26955,,   14190,,   12770,
"Language used most often at work","            Hakka",,       0,,       0,,       0,,      30,,      10,,      25,
"Language used most often at work","            Mandarin",,      50,,      30,,      20,,   29090,,   15730,,   13360,
"Language used most often at work","            Min Dong",,       0,,       0,,       0,,      30,,      15,,      10,
"Language used most often at work","            Min Nan (Chaochow; Teochow; Fukien; Taiwanese)",,       0,,       0,,       0,,     250,,     155,,      90,
"Language used most often at work","            Wu (Shanghainese)",,       0,,       0,,       0,,      35,,      20,,      10,
"Language used most often at work","            Chinese; n.o.s.",,      10,,      10,,       0,,    1145,,     565,,     580,
"Language used most often at work","            Chinese languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Tibeto-Burman languages",,      10,,      10,,       0,,      90,,      50,,      45,
"Language used most often at work","            Burmese",,       0,,       0,,       0,,      10,,      10,,      10,
"Language used most often at work","            Karenic languages",,       0,,       0,,       0,,      30,,      10,,      20,
"Language used most often at work","            Tibetan",,      10,,      10,,       0,,      45,,      30,,      15,
"Language used most often at work","            Tibeto-Burman languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","        Tai-Kadai languages",,       0,,       0,,       0,,     235,,      95,,     145,
"Language used most often at work","          Lao",,       0,,       0,,       0,,      80,,      40,,      35,
"Language used most often at work","          Thai",,       0,,       0,,       0,,     160,,      55,,     105,
"Language used most often at work","          Tai-Kadai languages; n.i.e",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","        Turkic languages",,       0,,       0,,       0,,     465,,     315,,     150,
"Language used most often at work","          Azerbaijani",,       0,,       0,,       0,,      15,,      15,,       0,
"Language used most often at work","          Turkish",,       0,,       0,,      10,,     440,,     295,,     140,
"Language used most often at work","          Uyghur",,       0,,       0,,       0,,      10,,      10,,       0,
"Language used most often at work","          Uzbek",,       0,,       0,,       0,,      10,,       0,,       0,
