,,,"Canada [Country]",,,,,,"Ontario [Province]"
"Topic","Characteristics","Note","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female"
"Time leaving for work","Total - Time leaving for work for the employed labour force aged 15 years and over in private households with a usual place of work or no fixed workplace address - 25% sample data",177,15878940,, 8229810,, 7649135,, 6092715,, 3145765,, 2946950,
"Time leaving for work","  Between 5 a.m. and 5:59 a.m.",, 1073680,,  781230,,  292455,,  413515,,  296265,,  117245,
"Time leaving for work","  Between 6 a.m. and 6:59 a.m.",, 2814750,, 1754045,, 1060710,, 1039255,,  640810,,  398445,
"Time leaving for work","  Between 7 a.m. and 7:59 a.m.",, 4458835,, 2217210,, 2241620,, 1571230,,  778100,,  793130,
"Time leaving for work","  Between 8 a.m. and 8:59 a.m.",, 3349975,, 1408710,, 1941265,, 1354870,,  577565,,  777310,
"Time leaving for work","  Between 9 a.m. and 11:59 a.m.",, 1756265,,  752940,, 1003325,,  740330,,  328410,,  411920,
"Time leaving for work","  Between 12 p.m. and 4:59 a.m.",, 2425435,, 1315670,, 1109765,,  973515,,  524620,,  448895,
"Language used most often at work","Total - Language used most often at work for the population in private households aged 15 years and over who worked since January 1; 2015 - 25% sample data",178,19956255,,10342970,, 9613285,, 7579085,, 3895880,, 3683200,
"Language used most often at work","  Single responses",,19365980,,10042855,, 9323130,, 7434675,, 3828665,, 3606015,
"Language used most often at work","    Official languages",,19090545,, 9897470,, 9193075,, 7319360,, 3767405,, 3551955,
"Language used most often at work","      English",,15265335,, 7952010,, 7313320,, 7225210,, 3732550,, 3492655,
"Language used most often at work","      French",, 3825215,, 1945465,, 1879750,,   94145,,   34850,,   59295,
"Language used most often at work","    Non-official languages",,  275430,,  145380,,  130055,,  115320,,   61255,,   54060,
"Language used most often at work","      Aboriginal languages",,   24950,,   12385,,   12565,,    1485,,     765,,     715,
"Language used most often at work","        Algonquian languages",,   14440,,    7370,,    7070,,    1420,,     745,,     675,
"Language used most often at work","          Blackfoot",,      80,,      45,,      35,,       0,,       0,,       0,
"Language used most often at work","          Cree-Montagnais languages",,   11540,,    5820,,    5720,,     370,,     220,,     150,
"Language used most often at work","            Atikamekw",,    1095,,     580,,     515,,       0,,       0,,       0,
"Language used most often at work","            Montagnais (Innu)",,    2055,,     970,,    1085,,       0,,       0,,       0,
"Language used most often at work","            Moose Cree",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Naskapi",,     370,,     180,,     190,,       0,,       0,,       0,
"Language used most often at work","            Northern East Cree",,      40,,      25,,      10,,       0,,       0,,       0,
"Language used most often at work","            Plains Cree",,      95,,      60,,      35,,       0,,       0,,       0,
"Language used most often at work","            Southern East Cree",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Swampy Cree",,      15,,      10,,       0,,       0,,       0,,       0,
"Language used most often at work","            Woods Cree",,      75,,      35,,      40,,       0,,       0,,      10,
"Language used most often at work","            Cree; n.o.s.",,    7795,,    3965,,    3835,,     360,,     215,,     145,
"Language used most often at work","          Eastern Algonquian languages",,     925,,     510,,     420,,       0,,       0,,       0,
"Language used most often at work","            Malecite",,      10,,       0,,      10,,       0,,       0,,       0,
"Language used most often at work","            Mi'kmaq",,     915,,     505,,     410,,       0,,       0,,       0,
"Language used most often at work","          Ojibway-Potawatomi languages",,    1895,,     995,,     900,,    1050,,     525,,     525,
"Language used most often at work","            Algonquin",,      45,,      20,,      25,,       0,,       0,,       0,
"Language used most often at work","            Ojibway",,     765,,     380,,     385,,     495,,     235,,     265,
"Language used most often at work","            Oji-Cree",,    1080,,     595,,     485,,     545,,     290,,     260,
"Language used most often at work","            Ottawa (Odawa)",,       0,,      10,,       0,,      10,,       0,,       0,
"Language used most often at work","          Algonquian languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","        Athabaskan languages",,    1140,,     530,,     610,,       0,,       0,,       0,
"Language used most often at work","          Northern Athabaskan languages",,    1135,,     525,,     610,,       0,,       0,,       0,
"Language used most often at work","            Babine (Wetsuwet'en)",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Beaver",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Carrier",,      20,,       0,,      15,,       0,,       0,,       0,
"Language used most often at work","            Chilcotin",,      20,,       0,,      10,,       0,,       0,,       0,
"Language used most often at work","            Dene",,     770,,     360,,     405,,       0,,       0,,       0,
"Language used most often at work","            Dogrib (Tlicho)",,     165,,      80,,      80,,       0,,       0,,       0,
"Language used most often at work","            Gwich'in",,      10,,      10,,      10,,       0,,       0,,       0,
"Language used most often at work","            Sarsi (Sarcee)",,       0,,      10,,       0,,       0,,       0,,       0,
"Language used most often at work","            Sekani",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Slavey-Hare languages",,     135,,      65,,      70,,       0,,       0,,       0,
"Language used most often at work","              North Slavey (Hare)",,      95,,      45,,      45,,       0,,       0,,       0,
"Language used most often at work","              South Slavey",,      35,,      20,,      20,,       0,,       0,,       0,
"Language used most often at work","              Slavey; n.o.s.",,      10,,      10,,       0,,       0,,       0,,       0,
"Language used most often at work","            Tahltan languages",,      10,,      10,,      10,,       0,,       0,,       0,
"Language used most often at work","              Kaska (Nahani)",,      10,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","              Tahltan",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Tutchone languages",,       0,,       0,,      10,,       0,,       0,,       0,
"Language used most often at work","              Northern Tutchone",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","              Southern Tutchone",,       0,,       0,,      10,,       0,,       0,,       0,
"Language used most often at work","          Athabaskan languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","        Haida",,      10,,       0,,      10,,       0,,       0,,       0,
"Language used most often at work","        Inuit languages",,    8845,,    4255,,    4595,,      25,,       0,,      20,
"Language used most often at work","          Inuinnaqtun (Inuvialuktun)",,      35,,      10,,      25,,       0,,       0,,       0,
"Language used most often at work","          Inuktitut",,    8800,,    4240,,    4555,,      25,,      10,,      20,
"Language used most often at work","          Inuit languages; n.i.e.",,      15,,      10,,      10,,       0,,       0,,       0,
"Language used most often at work","        Iroquoian languages",,      35,,      10,,      30,,      25,,      10,,      20,
"Language used most often at work","          Cayuga",,      10,,       0,,       0,,      10,,       0,,      10,
"Language used most often at work","          Mohawk",,      35,,      10,,      25,,      20,,      10,,      10,
"Language used most often at work","          Oneida",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Iroquoian languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","        Kutenai",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","        Michif",,      10,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","        Salish languages",,     110,,      25,,      85,,       0,,       0,,       0,
"Language used most often at work","          Comox",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Halkomelem",,      15,,      10,,      10,,       0,,       0,,       0,
"Language used most often at work","          Lillooet",,      15,,      10,,      10,,       0,,       0,,       0,
